classe,arquivo,analise,representacao,silhouette
Piston,preprocess_Reading57.dat,Temporal + espectral + Wavelet,Características completas,0.12540385556467304
Piston,preprocess_Reading58.dat,Temporal + espectral + Wavelet,Características completas,0.050106611704752405
Piston,preprocess_Reading59.dat,Temporal + espectral + Wavelet,Características completas,0.26324587803093963
Piston,preprocess_Reading60.dat,Temporal + espectral + Wavelet,Características completas,0.2881036194749716
Piston,preprocess_Reading61.dat,Temporal + espectral + Wavelet,Características completas,0.17385577200707336
Piston,preprocess_Reading62.dat,Temporal + espectral + Wavelet,Características completas,0.25956222548017854
Piston,preprocess_Reading63.dat,Temporal + espectral + Wavelet,Características completas,0.07105396583544957
Piston,preprocess_Reading64.dat,Temporal + espectral + Wavelet,Características completas,0.14367659866129226
Piston,preprocess_Reading65.dat,Temporal + espectral + Wavelet,Características completas,0.24600332710106693
Piston,preprocess_Reading66.dat,Temporal + espectral + Wavelet,Características completas,0.19934004840715958
Piston,preprocess_Reading67.dat,Temporal + espectral + Wavelet,Características completas,0.20925645921239022
Piston,preprocess_Reading68.dat,Temporal + espectral + Wavelet,Características completas,0.24240496373547368
Piston,preprocess_Reading69.dat,Temporal + espectral + Wavelet,Características completas,0.15097059777755834
Piston,preprocess_Reading70.dat,Temporal + espectral + Wavelet,Características completas,0.14063495997764944
Piston,preprocess_Reading71.dat,Temporal + espectral + Wavelet,Características completas,-0.0022699389087649656
Piston,preprocess_Reading72.dat,Temporal + espectral + Wavelet,Características completas,0.05809209208628959
Piston,preprocess_Reading73.dat,Temporal + espectral + Wavelet,Características completas,-0.08934797707353667
Piston,preprocess_Reading74.dat,Temporal + espectral + Wavelet,Características completas,-0.1621319734320337
Piston,preprocess_Reading75.dat,Temporal + espectral + Wavelet,Características completas,-0.22095719607279288
Piston,preprocess_Reading76.dat,Temporal + espectral + Wavelet,Características completas,-0.3922314174285769
Piston,preprocess_Reading77.dat,Temporal + espectral + Wavelet,Características completas,-0.3716291316007554
Piston,preprocess_Reading78.dat,Temporal + espectral + Wavelet,Características completas,-0.33467336357066557
Piston,preprocess_Reading79.dat,Temporal + espectral + Wavelet,Características completas,-0.30490449958255933
Piston,preprocess_Reading80.dat,Temporal + espectral + Wavelet,Características completas,-0.33639899804304596
Piston,preprocess_Reading81.dat,Temporal + espectral + Wavelet,Características completas,-0.2619273173665831
Piston,preprocess_Reading82.dat,Temporal + espectral + Wavelet,Características completas,-0.21896479848958525
Piston,preprocess_Reading83.dat,Temporal + espectral + Wavelet,Características completas,-0.08464811019291313
Piston,preprocess_Reading84.dat,Temporal + espectral + Wavelet,Características completas,-0.02333670691208533
Piston,preprocess_Reading85.dat,Temporal + espectral + Wavelet,Características completas,-0.1422497062575487
Piston,preprocess_Reading86.dat,Temporal + espectral + Wavelet,Características completas,-0.08519461000887976
Piston,preprocess_Reading87.dat,Temporal + espectral + Wavelet,Características completas,-0.12070931704963417
Piston,preprocess_Reading88.dat,Temporal + espectral + Wavelet,Características completas,0.15448832049404415
Piston,preprocess_Reading89.dat,Temporal + espectral + Wavelet,Características completas,-0.09333084831017005
Piston,preprocess_Reading90.dat,Temporal + espectral + Wavelet,Características completas,0.11361095117368815
Piston,preprocess_Reading91.dat,Temporal + espectral + Wavelet,Características completas,0.09582526202151055
Piston,preprocess_Reading92.dat,Temporal + espectral + Wavelet,Características completas,0.17582957498922808
Piston,preprocess_Reading93.dat,Temporal + espectral + Wavelet,Características completas,0.064967621241771
Piston,preprocess_Reading94.dat,Temporal + espectral + Wavelet,Características completas,0.060581338141672644
Piston,preprocess_Reading95.dat,Temporal + espectral + Wavelet,Características completas,0.2254173418402429
Piston,preprocess_Reading96.dat,Temporal + espectral + Wavelet,Características completas,0.17058369915873747
Piston,preprocess_Reading97.dat,Temporal + espectral + Wavelet,Características completas,0.17136367362440147
Piston,preprocess_Reading98.dat,Temporal + espectral + Wavelet,Características completas,0.13008559960471752
Piston,preprocess_Reading99.dat,Temporal + espectral + Wavelet,Características completas,0.26538089339735127
Piston,preprocess_Reading100.dat,Temporal + espectral + Wavelet,Características completas,0.2700154933016125
Piston,preprocess_Reading101.dat,Temporal + espectral + Wavelet,Características completas,0.20484540121024913
Piston,preprocess_Reading102.dat,Temporal + espectral + Wavelet,Características completas,0.25684385874272175
Piston,preprocess_Reading103.dat,Temporal + espectral + Wavelet,Características completas,0.1708333201175453
Piston,preprocess_Reading104.dat,Temporal + espectral + Wavelet,Características completas,0.23526004327614405
Piston,preprocess_Reading105.dat,Temporal + espectral + Wavelet,Características completas,0.18304003309914257
Piston,preprocess_Reading106.dat,Temporal + espectral + Wavelet,Características completas,0.12392979791899977
Piston,preprocess_Reading107.dat,Temporal + espectral + Wavelet,Características completas,0.18890319332071728
Piston,preprocess_Reading108.dat,Temporal + espectral + Wavelet,Características completas,0.1822570239002454
Piston,preprocess_Reading109.dat,Temporal + espectral + Wavelet,Características completas,0.19471244983600566
Piston,preprocess_Reading110.dat,Temporal + espectral + Wavelet,Características completas,0.2662408347163679
Piston,preprocess_Reading111.dat,Temporal + espectral + Wavelet,Características completas,0.2785079555950341
Piston,preprocess_Reading112.dat,Temporal + espectral + Wavelet,Características completas,0.14575588420169952
Piston,preprocess_Reading113.dat,Temporal + espectral + Wavelet,Características completas,0.20071032472106
Piston,preprocess_Reading114.dat,Temporal + espectral + Wavelet,Características completas,0.24025000255244588
Piston,preprocess_Reading115.dat,Temporal + espectral + Wavelet,Características completas,0.16778301032087553
Piston,preprocess_Reading116.dat,Temporal + espectral + Wavelet,Características completas,0.2541903793341111
Piston,preprocess_Reading117.dat,Temporal + espectral + Wavelet,Características completas,0.25367046591936837
Piston,preprocess_Reading118.dat,Temporal + espectral + Wavelet,Características completas,0.04577240638623567
Piston,preprocess_Reading119.dat,Temporal + espectral + Wavelet,Características completas,0.2164639853640862
Piston,preprocess_Reading120.dat,Temporal + espectral + Wavelet,Características completas,0.26179689130610917
Piston,preprocess_Reading121.dat,Temporal + espectral + Wavelet,Características completas,0.19449384530153938
Piston,preprocess_Reading122.dat,Temporal + espectral + Wavelet,Características completas,0.09308823916304683
Piston,preprocess_Reading123.dat,Temporal + espectral + Wavelet,Características completas,0.17785582418975124
Piston,preprocess_Reading124.dat,Temporal + espectral + Wavelet,Características completas,0.14738038935662187
Piston,preprocess_Reading125.dat,Temporal + espectral + Wavelet,Características completas,0.18071592233621916
Piston,preprocess_Reading126.dat,Temporal + espectral + Wavelet,Características completas,0.17995718976237915
Piston,preprocess_Reading127.dat,Temporal + espectral + Wavelet,Características completas,0.1826893355382335
Piston,preprocess_Reading128.dat,Temporal + espectral + Wavelet,Características completas,0.1518816559000769
Piston,preprocess_Reading129.dat,Temporal + espectral + Wavelet,Características completas,0.053822129374463804
Piston,preprocess_Reading130.dat,Temporal + espectral + Wavelet,Características completas,0.14731765687775308
Piston,preprocess_Reading131.dat,Temporal + espectral + Wavelet,Características completas,0.22409801460202275
Piston,preprocess_Reading132.dat,Temporal + espectral + Wavelet,Características completas,0.1840119580461542
Piston,preprocess_Reading133.dat,Temporal + espectral + Wavelet,Características completas,0.18955483097223932
Piston,preprocess_Reading134.dat,Temporal + espectral + Wavelet,Características completas,0.19255201211826248
Piston,preprocess_Reading135.dat,Temporal + espectral + Wavelet,Características completas,0.17970859740682796
Piston,preprocess_Reading136.dat,Temporal + espectral + Wavelet,Características completas,0.17302274520867847
Piston,preprocess_Reading137.dat,Temporal + espectral + Wavelet,Características completas,0.09049420488690578
Piston,preprocess_Reading138.dat,Temporal + espectral + Wavelet,Características completas,0.07337809300094303
Piston,preprocess_Reading139.dat,Temporal + espectral + Wavelet,Características completas,-0.03545198506674957
Piston,preprocess_Reading140.dat,Temporal + espectral + Wavelet,Características completas,0.12042911286603508
Piston,preprocess_Reading141.dat,Temporal + espectral + Wavelet,Características completas,0.03086684593189624
Piston,preprocess_Reading142.dat,Temporal + espectral + Wavelet,Características completas,0.013069830655252631
Piston,preprocess_Reading143.dat,Temporal + espectral + Wavelet,Características completas,0.029981338081355943
Piston,preprocess_Reading144.dat,Temporal + espectral + Wavelet,Características completas,0.09934671284035548
Piston,preprocess_Reading145.dat,Temporal + espectral + Wavelet,Características completas,-0.03953886400415713
Piston,preprocess_Reading146.dat,Temporal + espectral + Wavelet,Características completas,0.17778357669632477
Piston,preprocess_Reading147.dat,Temporal + espectral + Wavelet,Características completas,0.04262721740812172
Piston,preprocess_Reading148.dat,Temporal + espectral + Wavelet,Características completas,-0.24714488150669509
Piston,preprocess_Reading149.dat,Temporal + espectral + Wavelet,Características completas,-0.020760118294381378
Piston,preprocess_Reading150.dat,Temporal + espectral + Wavelet,Características completas,-0.08370743139802526
Piston,preprocess_Reading151.dat,Temporal + espectral + Wavelet,Características completas,-0.35154473586253193
Piston,preprocess_Reading152.dat,Temporal + espectral + Wavelet,Características completas,-0.41065105749271846
Piston,preprocess_Reading153.dat,Temporal + espectral + Wavelet,Características completas,-0.35323705136239897
Piston,preprocess_Reading154.dat,Temporal + espectral + Wavelet,Características completas,-0.42523528523459564
Piston,preprocess_Reading155.dat,Temporal + espectral + Wavelet,Características completas,-0.32767402777984833
Piston,preprocess_Reading156.dat,Temporal + espectral + Wavelet,Características completas,-0.34298684599589513
Piston,preprocess_Reading157.dat,Temporal + espectral + Wavelet,Características completas,-0.21093481738498568
Piston,preprocess_Reading158.dat,Temporal + espectral + Wavelet,Características completas,-0.2989010362645112
Piston,preprocess_Reading159.dat,Temporal + espectral + Wavelet,Características completas,-0.3046169632916531
Piston,preprocess_Reading160.dat,Temporal + espectral + Wavelet,Características completas,-0.2229485957576748
Piston,preprocess_Reading161.dat,Temporal + espectral + Wavelet,Características completas,-0.3254446163427484
Piston,preprocess_Reading162.dat,Temporal + espectral + Wavelet,Características completas,-0.29255785799558603
Piston,preprocess_Reading163.dat,Temporal + espectral + Wavelet,Características completas,-0.19095580568548384
Piston,preprocess_Reading164.dat,Temporal + espectral + Wavelet,Características completas,-0.12755533440415856
Piston,preprocess_Reading165.dat,Temporal + espectral + Wavelet,Características completas,-0.09105643271824013
Piston,preprocess_Reading166.dat,Temporal + espectral + Wavelet,Características completas,-0.04464213580434569
Piston,preprocess_Reading167.dat,Temporal + espectral + Wavelet,Características completas,0.021112422928665234
Piston,preprocess_Reading168.dat,Temporal + espectral + Wavelet,Características completas,0.09663327398189277
Piston,preprocess_Reading169.dat,Temporal + espectral + Wavelet,Características completas,0.1334639925516702
Piston,preprocess_Reading170.dat,Temporal + espectral + Wavelet,Características completas,0.2319392442419687
Piston,preprocess_Reading171.dat,Temporal + espectral + Wavelet,Características completas,0.20316856665374255
Piston,preprocess_Reading172.dat,Temporal + espectral + Wavelet,Características completas,0.1664090688058524
Piston,preprocess_Reading173.dat,Temporal + espectral + Wavelet,Características completas,0.21268297850374396
Piston,preprocess_Reading174.dat,Temporal + espectral + Wavelet,Características completas,0.23079774748532264
Piston,preprocess_Reading175.dat,Temporal + espectral + Wavelet,Características completas,0.1201771197509749
Piston,preprocess_Reading176.dat,Temporal + espectral + Wavelet,Características completas,0.2436181793155095
Piston,preprocess_Reading177.dat,Temporal + espectral + Wavelet,Características completas,0.16376312852950653
Piston,preprocess_Reading178.dat,Temporal + espectral + Wavelet,Características completas,0.22524458000813852
Piston,preprocess_Reading179.dat,Temporal + espectral + Wavelet,Características completas,0.12162763844794204
Piston,preprocess_Reading180.dat,Temporal + espectral + Wavelet,Características completas,0.12923386671928205
Piston,preprocess_Reading181.dat,Temporal + espectral + Wavelet,Características completas,0.197563056455668
Piston,preprocess_Reading182.dat,Temporal + espectral + Wavelet,Características completas,0.10366920703586868
Piston,preprocess_Reading183.dat,Temporal + espectral + Wavelet,Características completas,0.09185945918278125
Piston,preprocess_Reading184.dat,Temporal + espectral + Wavelet,Características completas,0.19188683771751305
Piston,preprocess_Reading185.dat,Temporal + espectral + Wavelet,Características completas,0.18969375275545267
Piston,preprocess_Reading186.dat,Temporal + espectral + Wavelet,Características completas,0.21264755256169773
Piston,preprocess_Reading187.dat,Temporal + espectral + Wavelet,Características completas,0.04431209034950301
Piston,preprocess_Reading188.dat,Temporal + espectral + Wavelet,Características completas,-0.10667681704580899
Piston,preprocess_Reading189.dat,Temporal + espectral + Wavelet,Características completas,-0.20060253258386498
Piston,preprocess_Reading190.dat,Temporal + espectral + Wavelet,Características completas,0.14369611550415617
Piston,preprocess_Reading191.dat,Temporal + espectral + Wavelet,Características completas,-0.15775239026229856
Piston,preprocess_Reading192.dat,Temporal + espectral + Wavelet,Características completas,-0.025558295110802227
Piston,preprocess_Reading193.dat,Temporal + espectral + Wavelet,Características completas,-0.06850619089368906
Piston,preprocess_Reading194.dat,Temporal + espectral + Wavelet,Características completas,-0.14741637882425312
Piston,preprocess_Reading195.dat,Temporal + espectral + Wavelet,Características completas,0.2059099711630249
Piston,preprocess_Reading196.dat,Temporal + espectral + Wavelet,Características completas,0.08135988035327436
Piston,preprocess_Reading197.dat,Temporal + espectral + Wavelet,Características completas,0.14329061852425473
Piston,preprocess_Reading198.dat,Temporal + espectral + Wavelet,Características completas,0.2114829110314072
Piston,preprocess_Reading199.dat,Temporal + espectral + Wavelet,Características completas,0.2618286315800812
Piston,preprocess_Reading200.dat,Temporal + espectral + Wavelet,Características completas,0.22591779744723484
Piston,preprocess_Reading201.dat,Temporal + espectral + Wavelet,Características completas,0.24295698652930614
Piston,preprocess_Reading202.dat,Temporal + espectral + Wavelet,Características completas,0.2623878078691994
Piston,preprocess_Reading203.dat,Temporal + espectral + Wavelet,Características completas,0.13090796824892298
Piston,preprocess_Reading204.dat,Temporal + espectral + Wavelet,Características completas,0.10246840973473606
Piston,preprocess_Reading205.dat,Temporal + espectral + Wavelet,Características completas,0.1896567101244293
Piston,preprocess_Reading206.dat,Temporal + espectral + Wavelet,Características completas,0.21624988607217527
Piston,preprocess_Reading207.dat,Temporal + espectral + Wavelet,Características completas,0.10237720180928572
Piston,preprocess_Reading208.dat,Temporal + espectral + Wavelet,Características completas,0.17679911467242235
Piston,preprocess_Reading209.dat,Temporal + espectral + Wavelet,Características completas,0.1932581791933385
Piston,preprocess_Reading210.dat,Temporal + espectral + Wavelet,Características completas,0.0971740552908243
Piston,preprocess_Reading211.dat,Temporal + espectral + Wavelet,Características completas,0.022454469438425967
Piston,preprocess_Reading212.dat,Temporal + espectral + Wavelet,Características completas,0.16996352846058957
Piston,preprocess_Reading213.dat,Temporal + espectral + Wavelet,Características completas,0.1178460627675466
Piston,preprocess_Reading214.dat,Temporal + espectral + Wavelet,Características completas,-0.0074399285159259315
Piston,preprocess_Reading215.dat,Temporal + espectral + Wavelet,Características completas,0.03626280196174945
Piston,preprocess_Reading216.dat,Temporal + espectral + Wavelet,Características completas,-0.10579251743890063
Piston,preprocess_Reading217.dat,Temporal + espectral + Wavelet,Características completas,0.014654034366830182
Piston,preprocess_Reading218.dat,Temporal + espectral + Wavelet,Características completas,-0.22996303432703663
Piston,preprocess_Reading219.dat,Temporal + espectral + Wavelet,Características completas,-0.05162237057603973
Piston,preprocess_Reading220.dat,Temporal + espectral + Wavelet,Características completas,0.03345812212633369
Piston,preprocess_Reading221.dat,Temporal + espectral + Wavelet,Características completas,0.1068040440029205
Piston,preprocess_Reading222.dat,Temporal + espectral + Wavelet,Características completas,-0.07833883855522313
Piston,preprocess_Reading223.dat,Temporal + espectral + Wavelet,Características completas,0.01824211061181208
Piston,preprocess_Reading224.dat,Temporal + espectral + Wavelet,Características completas,0.055329263356671717
Piston,preprocess_Reading225.dat,Temporal + espectral + Wavelet,Características completas,0.13242430149865655
Riderbelt,preprocess_Reading1.dat,Temporal + espectral + Wavelet,Características completas,0.3114193807472779
Riderbelt,preprocess_Reading2.dat,Temporal + espectral + Wavelet,Características completas,0.43126715902087753
Riderbelt,preprocess_Reading3.dat,Temporal + espectral + Wavelet,Características completas,0.4443110311466029
Riderbelt,preprocess_Reading4.dat,Temporal + espectral + Wavelet,Características completas,-0.03959930021385389
Riderbelt,preprocess_Reading5.dat,Temporal + espectral + Wavelet,Características completas,-0.22853145204170167
Riderbelt,preprocess_Reading6.dat,Temporal + espectral + Wavelet,Características completas,0.14858443454729722
Riderbelt,preprocess_Reading7.dat,Temporal + espectral + Wavelet,Características completas,0.5231293232863584
Riderbelt,preprocess_Reading8.dat,Temporal + espectral + Wavelet,Características completas,0.4931357914126418
Riderbelt,preprocess_Reading9.dat,Temporal + espectral + Wavelet,Características completas,0.459021369832617
Riderbelt,preprocess_Reading10.dat,Temporal + espectral + Wavelet,Características completas,0.5097532460325049
Riderbelt,preprocess_Reading11.dat,Temporal + espectral + Wavelet,Características completas,0.49096290397478565
Riderbelt,preprocess_Reading12.dat,Temporal + espectral + Wavelet,Características completas,0.543102355620123
Riderbelt,preprocess_Reading13.dat,Temporal + espectral + Wavelet,Características completas,0.5008977365592591
Riderbelt,preprocess_Reading14.dat,Temporal + espectral + Wavelet,Características completas,0.47963346560997355
Riderbelt,preprocess_Reading15.dat,Temporal + espectral + Wavelet,Características completas,0.5373512002974022
Riderbelt,preprocess_Reading16.dat,Temporal + espectral + Wavelet,Características completas,0.5366089449975243
Riderbelt,preprocess_Reading17.dat,Temporal + espectral + Wavelet,Características completas,0.5126628837752634
Riderbelt,preprocess_Reading18.dat,Temporal + espectral + Wavelet,Características completas,0.5016053806189688
Riderbelt,preprocess_Reading19.dat,Temporal + espectral + Wavelet,Características completas,0.4505960782594227
Riderbelt,preprocess_Reading20.dat,Temporal + espectral + Wavelet,Características completas,0.4537288232263676
Riderbelt,preprocess_Reading21.dat,Temporal + espectral + Wavelet,Características completas,0.46705325014508087
Riderbelt,preprocess_Reading22.dat,Temporal + espectral + Wavelet,Características completas,0.4744578141456032
Riderbelt,preprocess_Reading23.dat,Temporal + espectral + Wavelet,Características completas,0.5406633798631887
Riderbelt,preprocess_Reading24.dat,Temporal + espectral + Wavelet,Características completas,0.49044606264111656
Riderbelt,preprocess_Reading25.dat,Temporal + espectral + Wavelet,Características completas,0.45664891219785836
Riderbelt,preprocess_Reading26.dat,Temporal + espectral + Wavelet,Características completas,0.1521906752800196
Riderbelt,preprocess_Reading27.dat,Temporal + espectral + Wavelet,Características completas,0.4131112182666368
Riderbelt,preprocess_Reading28.dat,Temporal + espectral + Wavelet,Características completas,0.28239402543430786
Riderbelt,preprocess_Reading29.dat,Temporal + espectral + Wavelet,Características completas,0.3970042439771413
Riderbelt,preprocess_Reading30.dat,Temporal + espectral + Wavelet,Características completas,0.48220302361360257
Riderbelt,preprocess_Reading31.dat,Temporal + espectral + Wavelet,Características completas,0.4901994332348492
Riderbelt,preprocess_Reading32.dat,Temporal + espectral + Wavelet,Características completas,0.4915080969696325
Riderbelt,preprocess_Reading33.dat,Temporal + espectral + Wavelet,Características completas,0.49168376829027005
Riderbelt,preprocess_Reading34.dat,Temporal + espectral + Wavelet,Características completas,0.5072609958916129
Riderbelt,preprocess_Reading35.dat,Temporal + espectral + Wavelet,Características completas,0.4705739067147491
Riderbelt,preprocess_Reading36.dat,Temporal + espectral + Wavelet,Características completas,0.4413600284266652
Riderbelt,preprocess_Reading37.dat,Temporal + espectral + Wavelet,Características completas,-0.1457969909476704
Riderbelt,preprocess_Reading38.dat,Temporal + espectral + Wavelet,Características completas,0.2758141436546633
Riderbelt,preprocess_Reading39.dat,Temporal + espectral + Wavelet,Características completas,0.5131045595751828
Riderbelt,preprocess_Reading40.dat,Temporal + espectral + Wavelet,Características completas,0.4938321557675831
Riderbelt,preprocess_Reading41.dat,Temporal + espectral + Wavelet,Características completas,0.3988396842912533
Riderbelt,preprocess_Reading42.dat,Temporal + espectral + Wavelet,Características completas,0.462935379711449
Riderbelt,preprocess_Reading43.dat,Temporal + espectral + Wavelet,Características completas,0.5114075604909755
Riderbelt,preprocess_Reading44.dat,Temporal + espectral + Wavelet,Características completas,0.1449821637941244
Riderbelt,preprocess_Reading45.dat,Temporal + espectral + Wavelet,Características completas,0.3491886195531781
Riderbelt,preprocess_Reading46.dat,Temporal + espectral + Wavelet,Características completas,0.1912895635815526
Riderbelt,preprocess_Reading47.dat,Temporal + espectral + Wavelet,Características completas,0.2804688180451185
Riderbelt,preprocess_Reading48.dat,Temporal + espectral + Wavelet,Características completas,0.10437312777738969
Riderbelt,preprocess_Reading49.dat,Temporal + espectral + Wavelet,Características completas,0.11310887710931286
Riderbelt,preprocess_Reading50.dat,Temporal + espectral + Wavelet,Características completas,0.12229440848550618
Riderbelt,preprocess_Reading51.dat,Temporal + espectral + Wavelet,Características completas,0.4472781638687575
Riderbelt,preprocess_Reading52.dat,Temporal + espectral + Wavelet,Características completas,0.49988936848104004
Riderbelt,preprocess_Reading53.dat,Temporal + espectral + Wavelet,Características completas,0.2262112483340202
Riderbelt,preprocess_Reading54.dat,Temporal + espectral + Wavelet,Características completas,0.3651368270552062
Riderbelt,preprocess_Reading55.dat,Temporal + espectral + Wavelet,Características completas,0.1589901152916666
Riderbelt,preprocess_Reading56.dat,Temporal + espectral + Wavelet,Características completas,0.4465967936764151
Riderbelt,preprocess_Reading57.dat,Temporal + espectral + Wavelet,Características completas,0.2563801492325013
Riderbelt,preprocess_Reading58.dat,Temporal + espectral + Wavelet,Características completas,0.1562258964517934
Riderbelt,preprocess_Reading59.dat,Temporal + espectral + Wavelet,Características completas,0.49724875794812634
Riderbelt,preprocess_Reading60.dat,Temporal + espectral + Wavelet,Características completas,0.276028406094634
Riderbelt,preprocess_Reading61.dat,Temporal + espectral + Wavelet,Características completas,0.48589624204627135
Riderbelt,preprocess_Reading62.dat,Temporal + espectral + Wavelet,Características completas,0.4626613780529689
Riderbelt,preprocess_Reading63.dat,Temporal + espectral + Wavelet,Características completas,0.5488918223536485
Riderbelt,preprocess_Reading64.dat,Temporal + espectral + Wavelet,Características completas,0.5239052366198881
Riderbelt,preprocess_Reading65.dat,Temporal + espectral + Wavelet,Características completas,0.49390239907516953
Riderbelt,preprocess_Reading66.dat,Temporal + espectral + Wavelet,Características completas,0.5092939901247531
Riderbelt,preprocess_Reading67.dat,Temporal + espectral + Wavelet,Características completas,0.4974797188216977
Riderbelt,preprocess_Reading68.dat,Temporal + espectral + Wavelet,Características completas,0.5309197699756257
Riderbelt,preprocess_Reading69.dat,Temporal + espectral + Wavelet,Características completas,0.44229696611820446
Riderbelt,preprocess_Reading70.dat,Temporal + espectral + Wavelet,Características completas,0.46387051417230935
Riderbelt,preprocess_Reading71.dat,Temporal + espectral + Wavelet,Características completas,0.47161208859096876
Riderbelt,preprocess_Reading72.dat,Temporal + espectral + Wavelet,Características completas,0.3938310883041043
Riderbelt,preprocess_Reading73.dat,Temporal + espectral + Wavelet,Características completas,0.5154854313938508
Riderbelt,preprocess_Reading74.dat,Temporal + espectral + Wavelet,Características completas,0.5361194797828389
Riderbelt,preprocess_Reading75.dat,Temporal + espectral + Wavelet,Características completas,0.40557229594374
Riderbelt,preprocess_Reading76.dat,Temporal + espectral + Wavelet,Características completas,0.45867778307408896
Riderbelt,preprocess_Reading77.dat,Temporal + espectral + Wavelet,Características completas,0.4811169490266993
Riderbelt,preprocess_Reading78.dat,Temporal + espectral + Wavelet,Características completas,0.14304380602209688
Riderbelt,preprocess_Reading79.dat,Temporal + espectral + Wavelet,Características completas,0.42926443230761585
Riderbelt,preprocess_Reading80.dat,Temporal + espectral + Wavelet,Características completas,0.514142081454865
Riderbelt,preprocess_Reading81.dat,Temporal + espectral + Wavelet,Características completas,0.03325997603054697
Riderbelt,preprocess_Reading82.dat,Temporal + espectral + Wavelet,Características completas,0.4056132257030173
Riderbelt,preprocess_Reading83.dat,Temporal + espectral + Wavelet,Características completas,0.3956357342467356
Riderbelt,preprocess_Reading84.dat,Temporal + espectral + Wavelet,Características completas,0.2333708094467976
Riderbelt,preprocess_Reading85.dat,Temporal + espectral + Wavelet,Características completas,0.0947638982320343
Riderbelt,preprocess_Reading86.dat,Temporal + espectral + Wavelet,Características completas,0.08675639612847766
Riderbelt,preprocess_Reading87.dat,Temporal + espectral + Wavelet,Características completas,-0.0808094714667522
Riderbelt,preprocess_Reading88.dat,Temporal + espectral + Wavelet,Características completas,-0.34017004346827606
Riderbelt,preprocess_Reading89.dat,Temporal + espectral + Wavelet,Características completas,-0.10601227491005866
Riderbelt,preprocess_Reading90.dat,Temporal + espectral + Wavelet,Características completas,0.42375402739689294
Riderbelt,preprocess_Reading91.dat,Temporal + espectral + Wavelet,Características completas,0.3702500190332321
Riderbelt,preprocess_Reading92.dat,Temporal + espectral + Wavelet,Características completas,0.4961431396306596
Riderbelt,preprocess_Reading93.dat,Temporal + espectral + Wavelet,Características completas,0.5490577865587626
Riderbelt,preprocess_Reading94.dat,Temporal + espectral + Wavelet,Características completas,0.37429078211690775
Riderbelt,preprocess_Reading95.dat,Temporal + espectral + Wavelet,Características completas,0.5131176547026617
Riderbelt,preprocess_Reading96.dat,Temporal + espectral + Wavelet,Características completas,0.45074318015994386
Riderbelt,preprocess_Reading97.dat,Temporal + espectral + Wavelet,Características completas,0.48849998825296675
Riderbelt,preprocess_Reading98.dat,Temporal + espectral + Wavelet,Características completas,0.5374354858012711
Riderbelt,preprocess_Reading99.dat,Temporal + espectral + Wavelet,Características completas,0.39747959643916136
Riderbelt,preprocess_Reading100.dat,Temporal + espectral + Wavelet,Características completas,0.4831289401383496
Riderbelt,preprocess_Reading101.dat,Temporal + espectral + Wavelet,Características completas,0.27914127179523157
Riderbelt,preprocess_Reading102.dat,Temporal + espectral + Wavelet,Características completas,0.4402385753961776
Riderbelt,preprocess_Reading103.dat,Temporal + espectral + Wavelet,Características completas,0.42177583414107633
Riderbelt,preprocess_Reading104.dat,Temporal + espectral + Wavelet,Características completas,0.3591707071325704
Riderbelt,preprocess_Reading105.dat,Temporal + espectral + Wavelet,Características completas,0.187822264952193
Riderbelt,preprocess_Reading106.dat,Temporal + espectral + Wavelet,Características completas,0.1799688135744774
Riderbelt,preprocess_Reading107.dat,Temporal + espectral + Wavelet,Características completas,0.4159870612341385
Riderbelt,preprocess_Reading108.dat,Temporal + espectral + Wavelet,Características completas,0.20504662162832327
Riderbelt,preprocess_Reading109.dat,Temporal + espectral + Wavelet,Características completas,0.3085968836241996
Riderbelt,preprocess_Reading110.dat,Temporal + espectral + Wavelet,Características completas,-0.028854333808637073
Riderbelt,preprocess_Reading111.dat,Temporal + espectral + Wavelet,Características completas,0.28405284333240066
Riderbelt,preprocess_Reading112.dat,Temporal + espectral + Wavelet,Características completas,0.2353544597612102
Riderbelt,preprocess_Reading113.dat,Temporal + espectral + Wavelet,Características completas,0.1562829395109839
Riderbelt,preprocess_Reading114.dat,Temporal + espectral + Wavelet,Características completas,0.25278515577413235
Riderbelt,preprocess_Reading115.dat,Temporal + espectral + Wavelet,Características completas,0.3306040599508629
Riderbelt,preprocess_Reading116.dat,Temporal + espectral + Wavelet,Características completas,0.08899889014498609
Riderbelt,preprocess_Reading117.dat,Temporal + espectral + Wavelet,Características completas,0.32254823726028387
Riderbelt,preprocess_Reading118.dat,Temporal + espectral + Wavelet,Características completas,0.3442649031985779
Riderbelt,preprocess_Reading119.dat,Temporal + espectral + Wavelet,Características completas,0.3915970114444097
Riderbelt,preprocess_Reading120.dat,Temporal + espectral + Wavelet,Características completas,0.32515468877107784
Riderbelt,preprocess_Reading121.dat,Temporal + espectral + Wavelet,Características completas,0.1218932887473763
Riderbelt,preprocess_Reading122.dat,Temporal + espectral + Wavelet,Características completas,0.37625304465010034
Riderbelt,preprocess_Reading123.dat,Temporal + espectral + Wavelet,Características completas,0.5795178090450296
Riderbelt,preprocess_Reading124.dat,Temporal + espectral + Wavelet,Características completas,0.16320353785137448
Riderbelt,preprocess_Reading125.dat,Temporal + espectral + Wavelet,Características completas,0.4506095253923808
